Unit,AbstractUnit,Role,TestClass,Dimension,Category,Count,UnitOccurrences,BaselineCount,Expected,Lift,Log2Lift,AssociationScore,Strength
001-590-390-740,A05-A08-M02-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
003-140-100,M05-M07-A15,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
003-140-705-255,M05-M07-A13-R07,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
003-220,M05-A09,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
003-220-590-405,M05-A09-A08-R01,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
003-220-760-151,M05-A09-A16-T05,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
003-900,M05-R06,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
012-440,R148-R38,InitialFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
017-575,R17-R22,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
031-013-840,M03-R63-R10,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
031-220-235,M03-A09-M01,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
031-233-520,M03-A04-T02,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
031-241-400,M03-R187-T03,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
031-243-151,M03-R69-T05,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
031-368-413-002,M03-R04-R217-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
031-382-151,M03-R71-T05,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
031-575-002,M03-R22-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
031-861-002,M03-C02-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
032-125-420-595-400,A07-R05-R218-R46-T03,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
032-205,A07-R180,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
032-220-235-510-460,A07-A09-M01-R231-R91,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
032-382-520,A07-R71-T02,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
032-692-362,A07-R18-R208,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
033-810-892-269-002,A11-R285-R36-R53-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
033-820,A11-C01,InitialFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
048,R43,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
060-820,A06-C01,InitialFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
061,R29,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
070-061-406-923,R20-R29-R54-R26,PreTerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
072-520,R83-T02,TerminalFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
101,R106,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
112-002,R165-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
123-065,R167-R103,InitialFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
140-920-944-002,M07-M04-R302-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
142-156,R50-T06,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
156-773,T06-R60,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
165-831-861-002,R66-R78-C02-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
168,R108,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
175-720,R68-R140,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
176-605-338-740,R02-R137-R205-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
176-740-090-820,R02-T01-A10-C01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
195-125,R178-R05,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
216-861-367,R183-C02-R209,InitialFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
219-070-520,R184-R20-T02,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
220-520,A09-T02,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
220-798-740,A09-A14-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
221,R185,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
231-798-740,R21-A14-T01,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
233-001-760,A04-A05-A16,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-100,A04-A15,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-235-503,A04-M01-R39,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-235-705-033-520,A04-M01-A13-A11-T02,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
233-240-100,A04-A02-A15,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-335,A04-R121,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-382-923-032,A04-R71-R26-A07,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-440,A04-R38,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-511-269-740,A04-R232-R53-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
233-555-527-061-405,A04-R40-T04-R29-R01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
233-560,A04-R242,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-565,A04-R73,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-590-390,A04-A08-M02,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-705-033-388-443,A04-A13-A11-R33-R89,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-705-033-550-527,A04-A13-A11-R15-T04,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
233-717,A04-R41,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
233-740-090,A04-T01-A10,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
233-803,A04-A12,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
235-100,M01-A15,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
235-220-125-590-390,M01-A09-R05-A08-M02,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
235-233-240-636,M01-A04-A02-R48,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
235-233-705-033-520,M01-A04-A13-A11-T02,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
235-240,M01-A02,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
235-240-455-740,M01-A02-R44-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
235-240-740-090,M01-A02-T01-A10,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
235-240-923-740,M01-A02-R26-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
235-380,M01-R129,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
235-550-527,M01-R15-T04,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
235-555-527,M01-R40-T04,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
235-590-405,M01-A08-R01,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
235-706-033-555-527,M01-R09-A11-R40-T04,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
235-770,M01-R273,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-017-585,A02-R17-R24,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-033-033-760,A02-A11-A11-A16,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-220-717,A02-A09-R41,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-231-585-740,A02-R21-R24-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
240-415-100-740-090,A02-R13-A15-T01-A10,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
240-440-740,A02-R38-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
240-495-615,A02-R93-R98,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-519-760,A02-R233-A16,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-550-527,A02-R15-T04,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
240-636,A02-R48,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-637,A02-R253,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-639,A02-R254,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-643,A02-R255,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-717,A02-R41,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-740-017-585,A02-T01-R17-R24,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-772,A02-R99,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-806,A02-M06,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-832-255-070-760,A02-R42-R07-R20-A16,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-845-032,A02-R62-A07,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-923,A02-R26,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
240-923-101,A02-R26-R106,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
260-940-002,R114-R301-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
315-063-220-820,R117-R155-A09-C01,InitialFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
319-705,R118-A13,InitialFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
324-920-740,R120-M04-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
346,R124,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
350,R11,TerminalFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
350-400-520,R11-T03-T02,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
350-543,R11-R134,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
354,R125,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
354-400-520,R125-T03-T02,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
368,R04,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
370-090-817-002,R210-A10-C03-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
371-892-202-368-002,R211-R36-R111-R04-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
384,R27,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
388-527,R33-T04,TerminalFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
415-220-520,R13-A09-T02,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
415-220-740-679,R13-A09-T01-R35,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
443-740-550-527,R89-T01-R15-T04,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
455-740-840-032-740,R44-T01-R10-A07-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
456-100-740,R90-A15-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
503-702-002,R39-R139-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
521-400-031-064,R95-T03-M03-R156,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
564-690-291-002,R96-R08-R198-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
564-740,R96-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
590-407-740,A08-R12-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
603-861-002-803-798,R246-C02-A01-A12-A14,InitialFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
689-880-220-002,R262-R296-A09-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
705-033-017-585-740,A13-A11-R17-R24-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
706-033-590-405,R09-A11-A08-R01,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
740-031-243-617,T01-M03-R69-R57,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
740-061-409,T01-R29-R215,TerminalFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
740-090,T01-A10,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
760-740-194-740-817,A16-T01-R177-T01-C03,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
773-740,R60-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
777-255-435-002,R274-R07-R14-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
798-233-790-900-740,A14-A04-R100-R06-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
798-240-176,A14-A02-R02,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
798-240-231-388-740,A14-A02-R21-R33-T01,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
798-240-235-388,A14-A02-M01-R33,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
798-320-920-017-575,A14-R37-M04-R17-R22,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
803-003-900,A12-M05-R06,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
803-233-032-861,A12-A04-A07-C02,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
803-233-520,A12-A04-T02,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
803-504-595-002,A12-R45-R46-A01,InitialFiller,ControlOrLowPriority,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
805-233-003-793,R282-A04-M05-R278,PrimeEntityFiller,PrimeEntityContextNeeded,SemanticFrame,PrimeEntitySealFormula,1,1,104,0.171,5.837,2.545,0.645,Exploratory
806-231-706-033-520,M06-R21-R09-A11-T02,TerminalFiller,ControlOrLowPriority,SemanticFrame,ClassifierSlotTerminalFormula,1,1,86,0.142,7.058,2.819,0.645,Exploratory
