Frame,Left,Right,Count,DistinctFillers,TopFiller,TopFillerShare,FillerEntropy,SiteCount,RegionCount,TypeCount,SealPct,CompletePct,NameSlotScore,Examples
055|<END>,055,<END>,54,32,220-740-090,0.2037,0.8648,11,6,11,0.6481,0.7963,0.8421,85.1/C-63/Chanhu-daro; 86.1/C-89/Chanhu-daro; 205.1/H-661/Harappa; 570.2/H-1797/Harappa; 1240.1/H-209/Harappa
<START>|061,<START>,061,64,39,806-845,0.2188,0.8797,6,4,8,0.5312,0.7969,0.8417,20.1/Blk-2/Bala-kot; 382.2/H-1894/Harappa; 411.2/H-1865/Harappa; 513.1/H-1671/Harappa; 604.1/H-2338/Harappa
<START>|595,<START>,595,42,36,391,0.119,0.9711,5,3,10,0.619,0.6667,0.8416,278.1/M-592/Mohenjo-daro; 320.1/H-1506/Harappa; 1005.1/H-1708/Harappa; 1062.1/H-1/Harappa; 1088.1/H-28/Harappa
<START>|055,<START>,055,37,27,705-500-741-001,0.2973,0.8793,8,6,8,0.6757,0.8919,0.8413,177.1/-/Harappa; 205.1/H-661/Harappa; 932.1/H-1710/Harappa; 1172.1/H-131/Harappa; 1400.1/H-386/Harappa
455|<END>,455,<END>,28,23,740,0.1786,0.9553,6,4,6,0.75,0.75,0.8413,14.1/Ad-9/Allahdino; 297.2/H-874/Harappa; 388.2/H-1874/Harappa; 394.2/H-1987/Harappa; 513.1/H-1671/Harappa
002|706,002,706,12,12,803-798-235,0.0833,1.0,2,2,3,0.9167,0.8333,0.8411,1103.1/H-44/Harappa; 1172.1/H-131/Harappa; 1190.1/H-149/Harappa; 1211.1/H-177/Harappa; 1293.1/H-268/Harappa
820|233,820,233,12,12,002-806-240,0.0833,1.0,3,3,3,0.9167,0.8333,0.8411,1564.1/H-649/Harappa; 2478.1/M-1906/Mohenjo-daro; 2559.1/M-31/Mohenjo-daro; 2569.1/M-41/Mohenjo-daro; 2683.1/M-157/Mohenjo-daro
861|233,861,233,15,12,002,0.2667,0.941,3,3,5,0.8667,0.9333,0.8408,1004.1/H-1966/Harappa; 1594.1/H-688/Harappa; 2017.1/L-46/Lothal; 2357.3/M-1928/Mohenjo-daro; 2389.1/M-1681/Mohenjo-daro
<START>|742,<START>,742,38,27,920-060,0.2368,0.9084,6,3,7,0.8158,0.6579,0.8403,126.1/-/Dholavira; 126.1/-/Dholavira; 241.1/H-1173/Harappa; 263.2/H-1293/Harappa; 432.2/H-1820/Harappa
<START>|388,<START>,388,39,29,017-585,0.1026,0.9679,5,3,9,0.6154,0.6923,0.8398,21.1/Blk-3/Bala-kot; 134.1/-/Dholavira; 144.1/-/Dholavira; 185.1/H-1410/Harappa; 559.1/H-1834/Harappa
<START>|690,<START>,690,77,36,255-435,0.1558,0.9059,5,3,8,0.3247,0.8312,0.8393,88.1/C-77/Chanhu-daro; 189.1/H-1399/Harappa; 405.1/H-2192/Harappa; 463.1/H-1827/Harappa; 516.2/H-1938/Harappa
<START>|405,<START>,405,101,52,501,0.2871,0.8156,10,6,9,0.396,0.8416,0.8371,3.1/Agr-3/Alamgirpur; 18.1/-/Bakkar Buthi; 233.1/H-1047/Harappa; 315.1/H-1517/Harappa; 379.1/H-1996/Harappa
032|520,032,520,13,12,220,0.1538,0.9893,4,3,3,0.8462,0.8462,0.8361,293.1/H-1033/Harappa; 920.1/H-1678/Harappa; 1445.1/H-455/Harappa; 2236.1/M-1677/Mohenjo-daro; 2342.1/M-1661/Mohenjo-daro
416|<END>,416,<END>,36,21,740,0.1944,0.8993,5,3,4,0.6389,0.8333,0.8355,130.1/-/Dholavira; 132.1/-/Dholavira; 311.1/H-1192/Harappa; 476.2/H-2094/Harappa; 488.2/H-2097/Harappa
<START>|463,<START>,463,20,18,354,0.1,0.9885,6,4,5,0.7,0.8,0.835,601.2/H-2021/Harappa; 707.1/H-2336/Harappa; 1220.1/H-187/Harappa; 1224.1/H-191/Harappa; 1492.1/H-515/Harappa
<START>|904,<START>,904,49,37,240,0.0816,0.9651,5,3,10,0.4898,0.6735,0.8347,8.1/Ad-3/Allahdino; 228.1/-/Harappa; 229.1/H-1312/Harappa; 231.1/H-1393/Harappa; 280.1/-/Harappa
033|<END>,033,<END>,388,119,700,0.3763,0.6626,14,5,16,0.3454,0.8428,0.8345,7.1/Ad-2/Allahdino; 8.1/Ad-3/Allahdino; 63.1/C-64/Chanhu-daro; 95.1/C-7/Chanhu-daro; 97.1/C-9/Chanhu-daro
806|740,806,740,56,31,845-061-407-850-900,0.25,0.8457,2,2,4,0.4107,0.9821,0.8338,205.1/H-661/Harappa; 505.1/H-1799/Harappa; 1020.1/H-1657/Harappa; 1034.1/H-1979/Harappa; 1082.1/H-22/Harappa
032|032,032,032,15,14,226,0.1333,0.9911,5,4,3,0.9333,0.6667,0.8333,72.1/C-76/Chanhu-daro; 111.1/C-24/Chanhu-daro; 112.1/C-29/Chanhu-daro; 112.1/C-29/Chanhu-daro; 116.1/C-34/Chanhu-daro
002|840,002,840,15,14,235,0.1333,0.9911,6,4,3,0.8667,0.7333,0.8333,89.1/C-1/Chanhu-daro; 1172.1/H-131/Harappa; 1414.1/H-410/Harappa; 2041.1/L-87/Lothal; 2556.1/M-28/Mohenjo-daro
<START>|585,<START>,585,51,29,231-017,0.1569,0.9127,5,4,8,0.4314,0.8235,0.8326,1064.1/H-3/Harappa; 1177.1/H-136/Harappa; 1398.1/H-383/Harappa; 1436.1/H-446/Harappa; 1459.1/H-472/Harappa
<START>|156,<START>,156,94,37,003,0.3298,0.7508,7,3,7,0.4468,0.9362,0.8322,10.1/Ad-5/Allahdino; 108.1/C-21/Chanhu-daro; 128.1/-/Dholavira; 234.2/-/Harappa; 244.1/-/Harappa
<START>|923,<START>,923,36,25,706-033,0.3056,0.8737,3,2,4,0.6389,0.8611,0.8319,157.1/Grb-1/Gharo Bhiro; 223.1/H-1042/Harappa; 675.2/H-1903/Harappa; 2198.1/M-1895/Mohenjo-daro; 2285.1/M-1760/Mohenjo-daro
002|405,002,405,15,13,004,0.1333,0.9837,4,3,6,0.6,1.0,0.8314,18.1/-/Bakkar Buthi; 315.1/H-1517/Harappa; 409.2/H-1942/Harappa; 623.1/H-1706/Harappa; 1069.1/H-8/Harappa
104|<END>,104,<END>,13,13,004-405,0.0769,1.0,6,4,5,0.7692,0.8462,0.831,430.1/H-1673/Harappa; 1587.1/H-680/Harappa; 1668.2/H-777/Harappa; 1981.1/Lh-1/Lohumjo-daro; 2269.1/M-1963/Mohenjo-daro
460|<END>,460,<END>,36,19,740,0.2778,0.8461,7,4,7,0.8056,0.75,0.8306,10.1/Ad-5/Allahdino; 131.1/-/Dholavira; 133.1/-/Dholavira; 716.1/H-2337/Harappa; 1142.1/H-86/Harappa
<START>|832,<START>,832,26,23,817-002,0.1538,0.9711,6,4,9,0.7692,0.6154,0.8305,402.2/H-2015/Harappa; 412.2/H-2014/Harappa; 431.1/H-1725/Harappa; 1183.1/H-142/Harappa; 1407.1/H-396/Harappa
070|<END>,070,<END>,37,22,520,0.3514,0.8357,5,4,6,0.7838,0.7838,0.8304,294.1/H-161/Harappa; 510.2/H-1916/Harappa; 601.1/H-2021/Harappa; 1123.1/H-64/Harappa; 1147.1/H-91/Harappa
<START>|790,<START>,790,29,24,032,0.1379,0.9636,7,3,8,0.4828,0.8621,0.8294,86.1/C-89/Chanhu-daro; 107.1/C-20/Chanhu-daro; 107.1/C-20/Chanhu-daro; 124.1/Dlp-2/Desalpur; 135.1/-/Dholavira
900|<END>,900,<END>,105,51,740,0.381,0.7489,11,5,10,0.5048,0.8,0.8289,42.1/B-24/Banawali; 121.2/C-40/Chanhu-daro; 156.1/-/Ganweriwala; 180.1/M-584/Mohenjo-daro; 246.1/H-1045/Harappa
717|<END>,717,<END>,41,22,740,0.2927,0.8594,7,3,7,0.7073,0.7317,0.828,20.1/Blk-2/Bala-kot; 66.1/C-69/Chanhu-daro; 93.1/C-5/Chanhu-daro; 134.1/-/Dholavira; 420.1/H-2174/Harappa
140|740,140,740,25,16,100,0.28,0.8969,4,3,5,0.68,0.88,0.8277,292.1/H-1032/Harappa; 371.2/H-1771/Harappa; 382.2/H-1894/Harappa; 383.2/H-1773/Harappa; 400.2/H-1772/Harappa
820|520,820,520,14,13,002,0.1429,0.9903,3,3,3,0.7857,0.7857,0.8273,1258.1/H-231/Harappa; 1316.1/-/Dholavira; 2236.1/M-1677/Mohenjo-daro; 2478.1/M-1906/Mohenjo-daro; 2506.1/M-1716/Mohenjo-daro
<START>|416,<START>,416,17,14,033-590,0.1765,0.9692,6,3,3,0.8235,0.7059,0.8261,130.1/-/Dholavira; 132.1/-/Dholavira; 304.1/H-1190/Harappa; 310.1/H-911/Harappa; 786.2/H-2099/Harappa
176|<END>,176,<END>,197,46,740,0.3198,0.6706,8,3,8,0.3604,0.8274,0.8259,69.1/C-60/Chanhu-daro; 215.1/-/Harappa; 257.1/H-1309/Harappa; 260.2/-/Harappa; 265.1/H-1273/Harappa
840|<END>,840,<END>,106,38,032-740,0.3019,0.7538,11,5,10,0.4717,0.7736,0.8246,11.1/Ad-6/Allahdino; 18.1/-/Bakkar Buthi; 82.1/C-57/Chanhu-daro; 89.1/C-1/Chanhu-daro; 112.1/C-29/Chanhu-daro
220|760,220,760,12,12,740,0.0833,1.0,3,3,4,0.75,0.8333,0.8245,1324.2/H-302/Harappa; 1537.1/H-593/Harappa; 1738.2/H-852/Harappa; 2277.1/M-1990/Mohenjo-daro; 2377.1/M-707/Mohenjo-daro
503|<END>,503,<END>,79,33,615-752-740,0.3671,0.7832,5,3,5,0.443,0.8481,0.8233,13.1/Ad-8/Allahdino; 730.1/-/Harappa; 737.1/H-1964/Harappa; 1074.1/H-13/Harappa; 1180.1/H-139/Harappa
<START>|236,<START>,236,19,15,220,0.1579,0.9592,7,4,5,0.5789,0.8947,0.8228,37.1/B-17/Banawali; 52.1/-/Bhirrana; 158.1/-/Gola Dhoro (Bagasra); 560.2/H-1873/Harappa; 751.2/H-1872/Harappa
<START>|892,<START>,892,63,31,413,0.2222,0.8615,10,5,6,0.3175,0.873,0.8227,60.1/C-80/Chanhu-daro; 125.1/Dlp-3/Desalpur; 127.1/-/Dholavira; 249.1/H-1133/Harappa; 277.1/H-1184/Harappa
831|<END>,831,<END>,16,12,892-400,0.125,0.9763,3,3,8,0.5625,0.9375,0.8224,249.1/H-1133/Harappa; 863.2/H-1896/Harappa; 1099.1/H-40/Harappa; 1416.1/H-412/Harappa; 1594.1/H-688/Harappa
745|<END>,745,<END>,25,22,700,0.16,0.9696,2,2,4,0.68,0.64,0.8219,233.1/H-1047/Harappa; 393.2/H-1981/Harappa; 885.1/H-1711/Harappa; 957.1/H-2339/Harappa; 1023.2/H-1793/Harappa
<START>|297,<START>,297,12,11,413-125-350,0.1667,0.9881,5,3,3,0.9167,0.9167,0.8215,19.1/Blk-1/Bala-kot; 415.2/H-1832/Harappa; 2378.1/M-1701/Mohenjo-daro; 2581.1/M-53/Mohenjo-daro; 2641.1/M-114/Mohenjo-daro
<START>|745,<START>,745,15,13,920-060,0.2,0.9701,2,2,4,0.8,0.7333,0.8214,233.1/H-1047/Harappa; 393.2/H-1981/Harappa; 885.1/H-1711/Harappa; 957.1/H-2339/Harappa; 1063.1/H-2/Harappa
165|<END>,165,<END>,16,15,590,0.125,0.9918,4,3,6,0.75,0.6875,0.82,130.1/-/Dholavira; 319.1/H-1077/Harappa; 1054.2/H-1325/Harappa; 1203.1/H-162/Harappa; 1594.1/H-688/Harappa
<START>|692,<START>,692,15,14,920-001-235-220-520,0.1333,0.9911,3,3,5,0.6667,0.8,0.82,1007.1/H-1726/Harappa; 1068.1/H-7/Harappa; 1382.3/H-363/Harappa; 1691.1/H-800/Harappa; 1798.1/H-918/Harappa
790|<END>,790,<END>,33,23,176,0.1212,0.9526,8,3,9,0.4848,0.7273,0.819,107.1/C-20/Chanhu-daro; 107.1/C-20/Chanhu-daro; 109.1/C-22/Chanhu-daro; 124.1/Dlp-2/Desalpur; 135.1/-/Dholavira
<START>|384,<START>,384,21,17,031,0.1429,0.9638,5,4,8,0.5714,0.8095,0.819,112.1/C-29/Chanhu-daro; 244.1/-/Harappa; 422.2/H-1943/Harappa; 1066.1/H-5/Harappa; 1181.1/H-140/Harappa
400|<END>,400,<END>,44,22,740,0.25,0.8659,7,3,8,0.5,0.7955,0.8184,103.1/C-15/Chanhu-daro; 114.1/C-32/Chanhu-daro; 244.1/-/Harappa; 253.1/H-1165/Harappa; 319.1/H-1077/Harappa
595|<END>,595,<END>,27,20,001-142-617,0.1481,0.9501,5,4,7,0.5926,0.7037,0.818,278.1/M-592/Mohenjo-daro; 320.1/H-1506/Harappa; 1062.1/H-1/Harappa; 1399.1/H-385/Harappa; 1465.1/H-477/Harappa
617|<END>,617,<END>,28,24,892-740-400,0.1786,0.9581,4,3,5,0.4643,0.7857,0.817,386.2/H-1853/Harappa; 681.1/H-2090/Harappa; 810.1/H-1682/Harappa; 897.1/H-2089/Harappa; 1049.1/H-1353/Harappa
<START>|413,<START>,413,12,12,061-740-840,0.0833,1.0,5,4,7,0.5833,0.9167,0.8161,688.1/H-1684/Harappa; 722.1/-/Harappa; 887.2/H-2085/Harappa; 940.1/H-1720/Harappa; 1968.1/Krs-1/Khirsara
061|740,061,740,41,13,407-850-900,0.3415,0.817,5,4,6,0.4634,0.9512,0.8149,411.2/H-1865/Harappa; 626.1/H-1662/Harappa; 664.1/H-1975/Harappa; 668.1/H-1672/Harappa; 840.1/H-2123/Harappa
017|740,017,740,43,12,575,0.3256,0.7442,7,5,8,0.7209,0.8372,0.8132,202.1/H-1411/Harappa; 259.1/H-1051/Harappa; 749.2/H-2183/Harappa; 1064.1/H-3/Harappa; 1293.1/H-268/Harappa
065|<END>,065,<END>,12,11,220,0.1667,0.9881,3,3,2,1.0,0.75,0.8132,1899.1/K-25/Kalibangan; 2009.1/L-36/Lothal; 2507.1/M-1730/Mohenjo-daro; 2535.1/M-6/Mohenjo-daro; 2635.1/M-108/Mohenjo-daro
388|<END>,388,<END>,48,24,740,0.375,0.8009,6,3,9,0.6458,0.7083,0.8119,12.1/Ad-7/Allahdino; 80.1/C-61/Chanhu-daro; 134.1/-/Dholavira; 185.1/H-1410/Harappa; 499.2/H-1862/Harappa
495|<END>,495,<END>,25,17,615-740,0.16,0.9452,8,3,6,0.52,0.76,0.8118,9.1/Ad-4/Allahdino; 107.1/C-20/Chanhu-daro; 131.1/-/Dholavira; 235.1/-/Harappa; 601.2/H-2021/Harappa
741|390,741,390,20,13,590,0.35,0.8754,3,3,2,0.75,0.8,0.8117,394.2/H-1987/Harappa; 629.1/H-1801/Harappa; 1111.1/H-52/Harappa; 1139.1/H-82/Harappa; 1214.1/H-180/Harappa
142|<END>,142,<END>,74,26,617,0.3784,0.7278,7,4,7,0.5405,0.7838,0.8099,12.1/Ad-7/Allahdino; 137.1/-/Dholavira; 181.1/H-1422/Harappa; 247.1/H-1147/Harappa; 278.1/M-592/Mohenjo-daro
632|<END>,632,<END>,22,19,930,0.1364,0.9775,7,4,6,0.7727,0.4545,0.8091,114.1/C-32/Chanhu-daro; 1396.1/H-380/Harappa; 1397.1/H-381/Harappa; 1399.1/H-385/Harappa; 1418.1/H-415/Harappa
832|<END>,832,<END>,28,25,255-070-520,0.1071,0.9833,6,4,11,0.5714,0.5357,0.809,402.2/H-2015/Harappa; 431.1/H-1725/Harappa; 504.2/H-1932/Harappa; 510.2/H-1916/Harappa; 601.1/H-2021/Harappa
740|<END>,740,<END>,573,149,400,0.4171,0.5779,18,7,14,0.3735,0.7644,0.8083,11.1/Ad-6/Allahdino; 27.1/B-1/Banawali; 53.1/Ch-1/Chandigarh; 70.1/C-70/Chanhu-daro; 71.1/C-53/Chanhu-daro
745|740,745,740,12,12,013-840,0.0833,1.0,2,2,4,0.75,0.6667,0.8078,885.1/H-1711/Harappa; 957.1/H-2339/Harappa; 1063.1/H-2/Harappa; 1098.1/H-39/Harappa; 1871.1/H-1424/Harappa
090|<END>,090,<END>,60,41,400,0.2333,0.897,12,8,13,0.4833,0.4833,0.807,42.1/B-24/Banawali; 94.1/C-6/Chanhu-daro; 147.1/-/Failaka; 164.1/H-1507/Harappa; 237.1/H-1056/Harappa
575|740,575,740,15,14,335,0.1333,0.9911,4,3,4,0.5333,0.8,0.8066,370.2/H-2016/Harappa; 512.1/H-1816/Harappa; 604.1/H-2338/Harappa; 617.1/-/Harappa; 635.2/H-1814/Harappa
175|<END>,175,<END>,26,17,520,0.1538,0.9476,4,3,6,0.5,0.6923,0.8054,494.1/H-741/Harappa; 580.2/H-2006/Harappa; 593.2/H-1839/Harappa; 594.2/H-2022/Harappa; 600.1/H-2005/Harappa
590|740,590,740,121,21,390,0.4463,0.6006,12,7,9,0.5455,0.8264,0.8049,6.1/Ad-1/Allahdino; 90.1/C-2/Chanhu-daro; 139.1/-/Dholavira; 269.1/H-1109/Harappa; 291.1/-/Harappa
002|001,002,001,12,11,806-240-520,0.1667,0.9881,4,3,3,0.9167,0.75,0.8048,1069.1/H-8/Harappa; 1944.3/K-89/Kalibangan; 2213.1/M-235/Mohenjo-daro; 2313.1/M-1763/Mohenjo-daro; 2549.1/M-21/Mohenjo-daro
002|415,002,415,17,11,240,0.2353,0.9095,4,4,3,0.8824,0.8235,0.8038,1091.1/H-31/Harappa; 1996.1/L-18/Lothal; 2283.1/M-1746/Mohenjo-daro; 2422.1/M-1954/Mohenjo-daro; 2464.1/M-595/Mohenjo-daro
892|<END>,892,<END>,54,27,824,0.2222,0.8511,10,5,8,0.2778,0.8148,0.8035,68.1/C-55/Chanhu-daro; 125.1/Dlp-3/Desalpur; 127.1/-/Dholavira; 208.1/-/Harappa; 249.1/H-1133/Harappa
706|740,706,740,27,16,033-923,0.4074,0.8179,3,3,3,0.5926,0.8889,0.8035,1069.1/H-8/Harappa; 1090.1/H-30/Harappa; 1172.1/H-131/Harappa; 1293.1/H-268/Harappa; 1420.1/H-417/Harappa
415|740,415,740,63,22,100,0.5556,0.6319,5,4,6,0.6825,0.8889,0.8034,459.2/H-1991/Harappa; 601.2/H-2021/Harappa; 649.2/H-1823/Harappa; 718.1/-/Harappa; 811.1/H-1978/Harappa
<START>|817,<START>,817,23,19,491,0.2174,0.9461,5,4,7,0.5217,0.6957,0.8022,147.1/-/Failaka; 453.2/H-1909/Harappa; 454.1/H-1778/Harappa; 700.1/H-2373/Harappa; 771.2/H-1930/Harappa
<START>|320,<START>,320,16,13,798-240-233,0.1875,0.9669,4,3,4,0.6875,0.625,0.8012,259.1/H-1051/Harappa; 569.2/H-1922/Harappa; 1082.1/H-22/Harappa; 1105.1/H-46/Harappa; 1273.1/H-248/Harappa
002|231,002,231,13,10,806,0.2308,0.9575,5,3,2,1.0,0.9231,0.8012,98.1/C-10/Chanhu-daro; 1171.1/H-130/Harappa; 1176.1/H-135/Harappa; 1401.1/H-388/Harappa; 2585.1/M-57/Mohenjo-daro
002|798,002,798,16,11,803,0.25,0.9395,3,3,4,0.875,0.75,0.8007,1103.1/H-44/Harappa; 1447.1/H-457/Harappa; 1549.1/H-609/Harappa; 1665.1/H-773/Harappa; 1991.1/L-12/Lothal
<START>|495,<START>,495,13,13,066-741-235,0.0769,1.0,5,3,3,0.6154,0.6923,0.8003,9.1/Ad-4/Allahdino; 601.2/H-2021/Harappa; 707.1/H-2336/Harappa; 708.1/H-2268/Harappa; 1542.1/H-599/Harappa
503|740,503,740,67,19,615-752,0.4328,0.7353,4,2,5,0.3582,0.8806,0.7988,13.1/Ad-8/Allahdino; 730.1/-/Harappa; 737.1/H-1964/Harappa; 1074.1/H-13/Harappa; 1208.1/H-174/Harappa
035|<END>,035,<END>,18,13,740-090,0.2222,0.9467,5,4,5,0.5556,0.7222,0.7978,232.1/H-1355/Harappa; 409.2/H-1942/Harappa; 1250.1/H-219/Harappa; 1518.1/H-565/Harappa; 1692.2/H-801/Harappa
741|220,741,220,28,14,001-055,0.3929,0.8236,6,3,5,0.5714,0.8214,0.7977,115.1/C-33/Chanhu-daro; 1139.1/H-82/Harappa; 1416.1/H-412/Harappa; 1882.1/K-7/Kalibangan; 2068.1/L-124/Lothal
520|<END>,520,<END>,52,26,400,0.3077,0.8015,5,4,9,0.4423,0.7308,0.7975,258.1/H-1121/Harappa; 293.1/H-1033/Harappa; 368.1/-/Harappa; 526.1/H-1770/Harappa; 754.2/H-2038/Harappa
920|220,920,220,12,10,060-415,0.1667,0.9788,5,3,3,0.9167,0.9167,0.7942,83.1/C-62/Chanhu-daro; 479.1/H-1669/Harappa; 1293.1/H-268/Harappa; 2063.1/L-114/Lothal; 2085.1/L-143/Lothal
463|<END>,463,<END>,23,15,798-740,0.2609,0.8962,6,4,5,0.5652,0.6957,0.794,165.1/-/Harappa; 421.1/H-1984/Harappa; 601.2/H-2021/Harappa; 707.1/H-2336/Harappa; 1053.1/H-731/Harappa
382|<END>,382,<END>,16,14,760-740,0.125,0.9849,4,3,5,0.4375,0.75,0.7933,145.1/Dlv-1/Dholavira; 273.1/H-1102/Harappa; 307.1/H-1122/Harappa; 448.1/H-1967/Harappa; 480.2/H-1850/Harappa
<START>|482,<START>,482,31,16,861-002-240,0.2258,0.8671,4,3,5,0.3226,0.871,0.7931,65.1/C-59/Chanhu-daro; 729.2/H-2010/Harappa; 937.2/H-2011/Harappa; 1021.1/H-1774/Harappa; 1023.1/H-1793/Harappa
<START>|158,<START>,158,35,22,465-806,0.1429,0.9429,4,3,7,0.1143,0.8286,0.7923,42.1/B-24/Banawali; 588.1/-/Harappa; 603.1/H-1732/Harappa; 622.1/H-1709/Harappa; 745.1/H-1980/Harappa
