TextId,CISI,Site,Type,ReadingTokens,AbstractSigns,SemanticFrame,ControlledSentenceGloss,StructuralParse,SlotFillers,ReconstructionConfidence,PhoneticReadiness,PhoneticTest
1401.1,H-388,Harappa,SEAL:S,817-002-806-231-706-033-520,C03-A01-M06-R21-R09-A11-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[806-231-706-033-520],002|<END>:806-231-706-033-520@3-7,0.5,Medium,compare all artifacts in frames 002|<END>
1402.1,H-389,Harappa,SEAL:S,625-480-031-002-235-590-405-740,R249-R72-M03-A01-M01-A08-R01-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,625:SIGN | 480:SIGN | 031:LEADING_FORMULA_MARKER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-590-405] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-590-405@5-7,0.5,Medium,compare all artifacts in frames 002|740
1404.1,H-391,Harappa,SEAL:S,920-060-235-504-031-740,M04-A06-M01-R45-M03-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",920:LEADING_FORMULA_MARKER | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[235-504-031-740],060|<END>:235-504-031-740@3-6,0.5,Medium,compare all artifacts in frames 060|<END>
1412.1,H-407,Harappa,SEAL:S,817-002-003-390,C03-A01-M05-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[817-002-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:817-002-003@1-3,0.5,Medium,compare all artifacts in frames <START>|390
1101.1,H-42,Harappa,SEAL:S,817-002-235-380-740,C03-A01-M01-R129-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-380] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-380@3-4,0.5,Medium,compare all artifacts in frames 002|740
1439.1,H-449,Harappa,SEAL:S,728-390-741-240-590-390-740,R268-M02-A03-A02-A08-M02-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_390)[728-390-741-240-590] | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|390:728-390-741-240-590@1-5,0.5,Medium,compare all artifacts in frames <START>|390
1446.1,H-456,Harappa,SEAL:S,808-817-002-706-033-520,R101-C03-A01-R09-A11-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,808:SIGN | 817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[706-033-520],002|<END>:706-033-520@4-6,0.5,Medium,compare all artifacts in frames 002|<END>; test reused filler(s) 706-033-520 across frames
1105.1,H-46,Harappa,SEAL:S,235-320-920-740,M01-R37-M04-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[320-920-740],235|<END>:320-920-740@2-4,0.5,Medium,compare all artifacts in frames 235|<END>
1466.1,H-478,Harappa,SEAL:S,817-002-235-770-740,C03-A01-M01-R273-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-770] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-770@3-4,0.5,Medium,compare all artifacts in frames 002|740
1487.1,H-510,Harappa,SEAL:S,795-060-590-390-740,R280-A06-A08-M02-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",795:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[590-390-740],060|<END>:590-390-740@3-5,0.5,Medium,compare all artifacts in frames 060|<END>; test reused filler(s) 590-390-740 across frames
1501.1,H-530,Harappa,SEAL:S,031-350-400-520,M03-R11-T03-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[031-350-400] | 520:TERMINAL_TITLE_OR_SUFFIX,<START>|520:031-350-400@1-3,0.5,Medium,compare all artifacts in frames <START>|520
1113.1,H-54,Harappa,SEAL:S,817-368-003-390,C03-R04-M05-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[817-368-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:817-368-003@1-3,0.5,Medium,compare all artifacts in frames <START>|390
1540.1,H-597,Harappa,SEAL:S,861-002-032-070-590-390-740,C02-A01-A07-R20-A08-M02-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[032-070-590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:032-070-590-390@3-6,0.5,Medium,compare all artifacts in frames 002|740
1540.2,H-597,Harappa,SEAL:S,861-002-032-070-590-390-740,C02-A01-A07-R20-A08-M02-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[032-070-590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:032-070-590-390@3-6,0.5,Medium,compare all artifacts in frames 002|740
1119.1,H-60,Harappa,SEAL:S,820-002-003-900-740-621,C01-A01-M05-R06-T01-R47,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[003-900] | 740:TERMINAL_TITLE_OR_SUFFIX | 621:SIGN,002|740:003-900@3-4,0.5,Medium,compare all artifacts in frames 002|740
1144.1,H-88,Harappa,SEAL:S,820-840-032-740,C01-R10-A07-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,820:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(820_<END>)[840-032-740],820|<END>:840-032-740@2-4,0.5,Medium,compare all artifacts in frames 820|<END>; test reused filler(s) 840-032-740 across frames
1881.1,K-6,Kalibangan,SEAL:S,551-820-861-368-717-740-622,R239-C01-C02-R04-R41-T01-R248,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,551:SIGN | 820:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(820_<END>)[861-368-717-740-622],820|<END>:861-368-717-740-622@3-7,0.5,Medium,compare all artifacts in frames 820|<END>
2006.1,L-29,Lothal,SEAL:S,861-368-480-003-390,C02-R04-R72-M05-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[861-368-480-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:861-368-480-003@1-4,0.5,Medium,compare all artifacts in frames <START>|390
2043.1,L-89,Lothal,SEAL:R,861-002-235-555-527,C02-A01-M01-R40-T04,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[235-555-527],002|<END>:235-555-527@3-5,0.5,Medium,compare all artifacts in frames 002|<END>
2628.1,M-101,Mohenjo-daro,SEAL:S,817-002-168-740-503-390,C03-A01-R108-T01-R39-M02,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[168] | 740:TERMINAL_TITLE_OR_SUFFIX | 503:SIGN | 390:CLOSING_FORMULA_MARKER,002|740:168@3-3,0.5,Medium,compare all artifacts in frames 002|740
3513.1,M-1152,Mohenjo-daro,SEAL:S,861-002-235-840-032-740,C02-A01-M01-R10-A07-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-840-032] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-840-032@3-5,0.5,Medium,compare all artifacts in frames 002|740
3521.1,M-1161,Mohenjo-daro,SEAL:S,861-002-031-233-520,C02-A01-M03-A04-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[031-233-520],002|<END>:031-233-520@3-5,0.5,Medium,compare all artifacts in frames 002|<END>
3525.1,M-1165,Mohenjo-daro,SEAL:S,692-060-140-920-740-090,R18-A06-M07-M04-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",692:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[140-920-740-090],060|<END>:140-920-740-090@3-6,0.5,Medium,compare all artifacts in frames 060|<END>
3589.1,M-1284,Mohenjo-daro,SEAL:R,031-502-002-806-240-520-001-416,M03-R94-A01-M06-A02-T02-A05-R34,TerminalFormula,"short terminal label, title, suffix, or object marker",031:LEADING_FORMULA_MARKER | 502:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[806-240-520-001-416],002|<END>:806-240-520-001-416@4-8,0.5,Medium,compare all artifacts in frames 002|<END>
3611.1,M-1306,Mohenjo-daro,SEAL:R,820-002-806-590-405-740,C01-A01-M06-A08-R01-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[806-590-405] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:806-590-405@3-5,0.5,Medium,compare all artifacts in frames 002|740
2658.1,M-131,Mohenjo-daro,SEAL:S,790-390-741-590-390-740,R100-M02-A03-A08-M02-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_390)[790-390-741-590] | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|390:790-390-741-590@1-4,0.5,Medium,compare all artifacts in frames <START>|390
3616.1,M-1311,Mohenjo-daro,SEAL:R,817-002-354-400-520,C03-A01-R125-T03-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[354-400-520],002|<END>:354-400-520@3-5,0.5,Medium,compare all artifacts in frames 002|<END>
3648.1,M-1343,Mohenjo-daro,SEAL,861-002-235-590-390-740,C02-A01-M01-A08-M02-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-590-390@3-5,0.5,Medium,compare all artifacts in frames 002|740
2686.1,M-160,Mohenjo-daro,SEAL:S,741-820-002-031-243-151,A03-C01-A01-M03-R69-T05,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,741:SLOT_INITIAL_MODIFIER | 820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[031-243-151],002|<END>:031-243-151@4-6,0.5,Medium,compare all artifacts in frames 002|<END>
2691.1,M-166,Mohenjo-daro,SEAL:S,861-002-806-240-844-390,C02-A01-M06-A02-R287-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[861-002-806-240-844] | 390:CLOSING_FORMULA_MARKER,<START>|390:861-002-806-240-844@1-5,0.5,Medium,compare all artifacts in frames <START>|390
2403.1,M-1690,Mohenjo-daro,SEAL:S,278-220-958-741-838-240-032-220-070-520,R193-A09-R306-A03-R61-A02-A07-A09-R20-T02,NameLikeTerminalFormula,name-like block followed by a terminal marker,PRODUCTIVE_SLOT(<START>_240)[278-220-958-741-838] | 240:SLOT_INITIAL_MODIFIER | 032:SLOT_INITIAL_MODIFIER | 220:SLOT_FINAL_MODIFIER | NAME_LIKE_BLOCK[070-520],<START>|240:278-220-958-741-838@1-5,0.5,Medium,compare all artifacts in frames <START>|240
2359.1,M-1693,Mohenjo-daro,SEAL:S,817-002-235-706-033-555-527,C03-A01-M01-R09-A11-R40-T04,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[235-706-033-555-527],002|<END>:235-706-033-555-527@3-7,0.5,Medium,compare all artifacts in frames 002|<END>
2228.1,M-1697,Mohenjo-daro,SEAL:S,861-002-003-390,C02-A01-M05-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[861-002-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:861-002-003@1-3,0.5,Medium,compare all artifacts in frames <START>|390
2346.1,M-1714,Mohenjo-daro,SEAL:S,861-740-031-243-617,C02-T01-M03-R69-R57,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,861:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(861_<END>)[740-031-243-617],861|<END>:740-031-243-617@2-5,0.5,Medium,compare all artifacts in frames 861|<END>
2386.1,M-1729,Mohenjo-daro,SEAL:S,820-002-003-390,C01-A01-M05-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[820-002-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:820-002-003@1-3,0.5,Medium,compare all artifacts in frames <START>|390
2354.1,M-1770,Mohenjo-daro,SEAL:S,390-090-390-176-740,M02-A10-M02-R02-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_390)[390-090] | 390:CLOSING_FORMULA_MARKER | 176:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|390:390-090@1-2,0.5,Medium,compare all artifacts in frames <START>|390
2182.1,M-1792,Mohenjo-daro,SEAL:S,740-952-740-240-760-740,T01-R304-T01-A02-A16-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[740-952-740] | 240:SLOT_INITIAL_MODIFIER | 760:SLOT_FINAL_MODIFIER | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:740-952-740@1-3,0.5,Medium,compare all artifacts in frames <START>|240
2413.1,M-1796,Mohenjo-daro,SEAL:S,861-455-740-840-032-740,C02-R44-T01-R10-A07-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,861:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(861_<END>)[455-740-840-032-740],861|<END>:455-740-840-032-740@2-6,0.5,Medium,compare all artifacts in frames 861|<END>
3990.1,M-1806,Mohenjo-daro,SEAL:S,820-002-003-390,C01-A01-M05-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[820-002-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:820-002-003@1-3,0.5,Medium,compare all artifacts in frames <START>|390
2310.1,M-1810,Mohenjo-daro,SEAL:S,920-156-002-003-140-100-740,M04-T06-A01-M05-M07-A15-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,920:LEADING_FORMULA_MARKER | 156:TERMINAL_TITLE_OR_SUFFIX | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[003-140-100] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:003-140-100@4-6,0.5,Medium,compare all artifacts in frames 002|740
2357.1,M-1928,Mohenjo-daro,SEAL:S,031-003-156,M03-M05-T06,TerminalFormula,"short terminal label, title, suffix, or object marker",031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[003-156],031|<END>:003-156@2-3,0.5,Medium,compare all artifacts in frames 031|<END>
2422.1,M-1954,Mohenjo-daro,SEAL:R,861-002-798-415-220-705-033-752-031-590-407-740,C02-A01-A14-R13-A09-A13-A11-R59-M03-A08-R12-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | 798:SLOT_INITIAL_MODIFIER | 415:SIGN | 220:SLOT_FINAL_MODIFIER | 705:SLOT_INITIAL_MODIFIER | 033:SLOT_FINAL_MODIFIER | 752:SIGN | 031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[590-407-740],031|<END>:590-407-740@10-12,0.5,Medium,compare all artifacts in frames 031|<END>
2338.1,M-1955,Mohenjo-daro,SEAL:R,820-002-803-322-920-390,C01-A01-A12-R119-M04-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[820-002-803-322-920] | 390:CLOSING_FORMULA_MARKER,<START>|390:820-002-803-322-920@1-5,0.5,Medium,compare all artifacts in frames <START>|390
2278.1,M-1974,Mohenjo-daro,SEAL:R,820-002-521-400-031-064,C01-A01-R95-T03-M03-R156,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[521-400-031-064],002|<END>:521-400-031-064@3-6,0.5,Medium,compare all artifacts in frames 002|<END>
2552.1,M-24,Mohenjo-daro,SEAL:S,140-906-002-235-240-740-090,M07-R144-A01-M01-A02-T01-A10,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,140:LEADING_FORMULA_MARKER | 906:SIGN | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-240] | 740:TERMINAL_TITLE_OR_SUFFIX | 090:SLOT_FINAL_MODIFIER,002|740:235-240@4-5,0.5,Medium,compare all artifacts in frames 002|740
2786.1,M-263,Mohenjo-daro,SEAL:S,545-031-350-400-740-090,R238-M03-R11-T03-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",545:SIGN | 031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[350-400-740-090],031|<END>:350-400-740-090@3-6,0.5,Medium,compare all artifacts in frames 031|<END>
2557.1,M-29,Mohenjo-daro,SEAL:S,503-455-220-002-806-235-240-055-740,R39-R44-A09-A01-M06-M01-A02-R23-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,503:SIGN | 455:SIGN | 220:SLOT_FINAL_MODIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[806-235-240-055] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:806-235-240-055@5-8,0.5,Medium,compare all artifacts in frames 002|740
2836.2,M-318,Mohenjo-daro,SEAL:S,575-031-002-003-390,R22-M03-A01-M05-M02,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_390)[575-031-002-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:575-031-002-003@1-4,0.5,Medium,compare all artifacts in frames <START>|390
2560.1,M-32,Mohenjo-daro,SEAL:S,817-002-003-390,C03-A01-M05-M02,InitialClassifierFormula,initial classifier/title followed by a short formula,PRODUCTIVE_SLOT(<START>_390)[817-002-003] | 390:CLOSING_FORMULA_MARKER,<START>|390:817-002-003@1-3,0.5,Medium,compare all artifacts in frames <START>|390
2852.1,M-356,Mohenjo-daro,SEAL:R,140-920-820-032-125-420-595-400,M07-M04-C01-A07-R05-R218-R46-T03,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,140:LEADING_FORMULA_MARKER | 920:LEADING_FORMULA_MARKER | 820:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(820_<END>)[032-125-420-595-400],820|<END>:032-125-420-595-400@4-8,0.5,Medium,compare all artifacts in frames 820|<END>
2854.1,M-358,Mohenjo-daro,SEAL:R,031-502-002-806-240-520-001-003,M03-R94-A01-M06-A02-T02-A05-M05,TerminalFormula,"short terminal label, title, suffix, or object marker",031:LEADING_FORMULA_MARKER | 502:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[806-240-520-001-003],002|<END>:806-240-520-001-003@4-8,0.5,Medium,compare all artifacts in frames 002|<END>
2880.1,M-384,Mohenjo-daro,SEAL:R,820-002-803-003-900-740,C01-A01-A12-M05-R06-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[803-003-900] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:803-003-900@3-5,0.5,Medium,compare all artifacts in frames 002|740
2886.1,M-390,Mohenjo-daro,SEAL:R,820-060-626-605-250,C01-A06-R250-R137-R52,InitialClassifierFormula,initial classifier/title followed by a short formula,NAME_LIKE_BLOCK[820-060] | PRODUCTIVE_SLOT(060_<END>)[626-605-250],060|<END>:626-605-250@3-5,0.5,Medium,compare all artifacts in frames 060|<END>
2887.1,M-391,Mohenjo-daro,SEAL:R,717-533-861-002-805-233-003-793-740-686-845-405,R41-R234-C02-A01-R282-A04-M05-R278-T01-R260-R62-R01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,717:SIGN | 533:SIGN | 861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[805-233-003-793] | 740:TERMINAL_TITLE_OR_SUFFIX | 686:SIGN | 845:SIGN | 405:SIGN,002|740:805-233-003-793@5-8,0.5,Medium,compare all artifacts in frames 002|740
2903.1,M-407,Mohenjo-daro,SEAL:R,380-742-235-923-740,R129-R76-M01-R26-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",380:SIGN | 742:SIGN | 235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[923-740],235|<END>:923-740@4-5,0.5,Medium,compare all artifacts in frames 235|<END>; test reused filler(s) 923-740 across frames
2569.1,M-41,Mohenjo-daro,SEAL:S,820-125-405-002-235-233-240-636-740,C01-R05-R01-A01-M01-A04-A02-R48-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,820:INITIAL_TITLE_OR_CLASSIFIER | 125:SIGN | 405:SIGN | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-233-240-636] | 740:TERMINAL_TITLE_OR_SUFFIX,002|740:235-233-240-636@5-8,0.5,Medium,compare all artifacts in frames 002|740
